订单ID,订单日期,邮寄方式,国家,地区,省/自治区,细分,类别,子类别,制造商,产品名称,数量,销售额,利润
A1002952,2015/10/25,当日,中国,西北,陕西,小型企业,办公用品,装订机,Acco,"Acco 打孔机, 耐用",1,148.00 ,24
A1002951,2015/10/25,标准级,中国,中南,广东,消费者,家具,椅子,Novimex,"Novimex 椅垫, 可调",7,1730.00 ,710
A1002951,2015/10/25,标准级,中国,中南,广东,消费者,家具,椅子,Safco,"SAFCO 椅垫, 红色",2,502.00 ,61
A1002951,2015/10/25,标准级,中国,中南,广东,消费者,家具,用具,Eldon,"Eldon 门挡, 耐用",3,661.00 ,211
A1002951,2015/10/25,标准级,中国,中南,广东,消费者,技术,设备,StarTech,"StarTech 卡片打印机, 红色",3,2249.00 ,450
A1002953,2015/10/25,标准级,中国,华东,山东,消费者,办公用品,收纳具,Fellowes,"Fellowes 文件车, 金属",3,1909.00 ,878
A1002954,2015/10/26,一级,中国,华东,江苏,消费者,办公用品,标签,Novimex,"Novimex 运输标签, 可调",7,290.00 ,34
A1002954,2015/10/26,一级,中国,华东,江苏,消费者,办公用品,用品,Stiletto,"Stiletto 大剪刀, 工业",2,464.00 ,69
A1002954,2015/10/26,一级,中国,华东,江苏,消费者,技术,配件,Enermax,"Enermax 键盘, 回收",3,1138.00 ,375
A1002954,2015/10/26,一级,中国,华东,江苏,消费者,技术,配件,SanDisk,"SanDisk 闪存驱动器, 回收",2,349.00 ,28
A1002955,2015/10/28,一级,中国,华东,安徽,消费者,办公用品,信封,GlobeWeis,"GlobeWeis 邮寄品, 每套 50 个",2,360.00 ,25
A1002955,2015/10/28,一级,中国,华东,安徽,消费者,办公用品,标签,Smead,"Smead 文件夹标签, 耐用",2,87.00 ,17
A1002955,2015/10/28,一级,中国,华东,安徽,消费者,技术,电话,苹果,"苹果 信号增强器, 蓝色",5,1913.00 ,191
A1002961,2015/10/28,标准级,中国,中南,湖北,消费者,办公用品,标签,Novimex,"Novimex 合法证物标签, 白色",5,244.00 ,83
A1002960,2015/10/28,标准级,中国,中南,广东,消费者,办公用品,收纳具,Eldon,"Eldon 文件夹, 单宽度",3,238.00 ,76
A1002958,2015/10/28,标准级,中国,华东,安徽,消费者,办公用品,美术,Sanford,"Sanford 荧光笔, 整包",5,374.00 ,134
A1002957,2015/10/28,标准级,中国,中南,湖北,消费者,家具,椅子,Harbour Creations,"Harbour Creations 凳子, 可调",2,1704.00 ,613
A1002959,2015/10/28,标准级,中国,东北,辽宁,小型企业,技术,复印机,惠普,"惠普 传真复印机, 每套两件",7,3389.00 ,-1977
A1002956,2015/10/28,标准级,中国,中南,广东,消费者,技术,复印机,Hewlett,"Hewlett 个人复印机, 每套两件",5,3366.00 ,1481
A1002962,2015/10/28,标准级,中国,中南,广西,消费者,技术,设备,StarTech,"StarTech 卡片打印机, 多色",9,6867.00 ,3159
A1002963,2015/10/29,标准级,中国,华东,山东,公司,办公用品,装订机,Cardinal,"Cardinal 装订机盖, 耐用",4,252.00 ,10
A1002963,2015/10/29,标准级,中国,华东,山东,公司,技术,复印机,Brother,"Brother 个人复印机, 彩色",3,2021.00 ,727
A1002963,2015/10/29,标准级,中国,华东,山东,公司,技术,设备,松下,"松下 收据打印机, 多色",5,2821.00 ,1326
A1002969,2015/10/29,标准级,中国,中南,广东,公司,办公用品,系固件,Stockwell,"Stockwell 夹子, 混合尺寸",8,374.00 ,-63
A1002966,2015/10/29,标准级,中国,华东,江苏,公司,办公用品,装订机,Cardinal,"Cardinal 装订机盖, 实惠",4,134.00 ,9
A1002968,2015/10/29,标准级,中国,华北,山西,消费者,办公用品,信封,Cameo,"Cameo 马尼拉纸信封, 银色",2,274.00 ,5
A1002966,2015/10/29,标准级,中国,华东,江苏,公司,家具,书架,Safco,"Safco 柜, 金属",7,3299.00 ,-935
A1002968,2015/10/29,标准级,中国,华北,山西,消费者,技术,配件,SanDisk,"SanDisk 键盘, 可编程",2,465.00 ,-310
A1002967,2015/10/29,标准级,中国,华东,上海,公司,办公用品,纸张,Eaton,"Eaton 计划信息表, 每包 12 个",9,1038.00 ,52
A1002964,2015/10/29,标准级,中国,东北,吉林,消费者,家具,用具,Rubbermaid,"Rubvermaid 闹钟, 一包多件",2,469.00 ,42
A1002964,2015/10/29,标准级,中国,东北,吉林,消费者,技术,复印机,夏普,"夏普 传真复印机, 每套两件",9,7081.00 ,1841
A1002965,2015/10/29,标准级,中国,东北,辽宁,小型企业,办公用品,用品,Acme,"Acme 开信刀, 蓝色",8,1128.00 ,192
A1002965,2015/10/29,标准级,中国,东北,辽宁,小型企业,办公用品,美术,Stanley,"Stanley 钢笔, 整包",5,193.00 ,-22
A1002970,2015/10/29,标准级,中国,华北,河北,小型企业,办公用品,用品,Fiskars,"Fiskars 开信刀, 蓝色",1,130.00 ,29
A1002970,2015/10/29,标准级,中国,华北,河北,小型企业,家具,用具,Advantus,"Advantus 相框, 一包多件",5,1238.00 ,197
A1002965,2015/10/29,标准级,中国,东北,辽宁,小型企业,技术,电话,苹果,"苹果 智能手机, 全尺寸",6,3489.00 ,1430
A1002977,2015/10/30,二级,中国,中南,河南,小型企业,办公用品,收纳具,Smead,"Smead 文件夹, 单宽度",3,245.00 ,88
A1002977,2015/10/30,二级,中国,中南,河南,小型企业,办公用品,用品,Acme,"Acme 开信刀, 钢",2,276.00 ,30
A1002971,2015/10/30,二级,中国,华东,浙江,消费者,办公用品,纸张,SanDisk,"SanDisk 计划信息表, 回收",5,554.00 ,199
A1002971,2015/10/30,二级,中国,华东,浙江,消费者,办公用品,美术,BIC,"BIC 荧光笔, 金属",2,38.00 ,-70
A1002977,2015/10/30,二级,中国,中南,河南,小型企业,技术,电话,思科,"思科 办公室电话机, 蓝色",1,375.00 ,45
A1002974,2015/10/30,二级,中国,华东,山东,公司,办公用品,收纳具,Rogers,"Rogers 文件夹, 单宽度",7,1004.00 ,290
A1002974,2015/10/30,二级,中国,华东,山东,公司,办公用品,纸张,Eaton,"Eaton 计划信息表, 每包 12 个",3,346.00 ,17
A1002974,2015/10/30,二级,中国,华东,山东,公司,办公用品,美术,BIC,"BIC 画布, 混合尺寸",11,2920.00 ,642
A1002975,2015/10/30,标准级,中国,中南,河南,消费者,家具,用具,Eldon,"Eldon 闹钟, 黑色",4,1055.00 ,485
A1002976,2015/10/30,标准级,中国,东北,黑龙江,公司,办公用品,美术,Boston,"Boston 记号笔, 蓝色",3,295.00 ,55
A1002978,2015/10/30,标准级,中国,中南,广西,消费者,家具,椅子,Office Star,"Office Star 椅垫, 黑色",7,2071.00 ,786
A1002973,2015/10/30,标准级,中国,华东,上海,小型企业,办公用品,收纳具,Rogers,"Rogers 盒, 单宽度",4,448.00 ,18
A1002972,2015/10/30,标准级,中国,东北,吉林,消费者,办公用品,纸张,Enermax,"Enermax 信纸, 每包 12 个",7,1674.00 ,351
A1002972,2015/10/30,标准级,中国,东北,吉林,消费者,办公用品,美术,Sanford,"Sanford 钢笔, 蓝色",2,83.00 ,-18
A1002972,2015/10/30,标准级,中国,东北,吉林,消费者,办公用品,美术,Stanley,"Stanley 记号笔, 金属",3,263.00 ,-59
A1002972,2015/10/30,标准级,中国,东北,吉林,消费者,家具,书架,Dania,"Dania 柜, 黑色",5,3332.00 ,833
A1002981,2015/10/31,一级,中国,华北,内蒙古,小型企业,办公用品,信封,Jiffy,"Jiffy 商业信封, 银色",3,257.00 ,87
A1002981,2015/10/31,一级,中国,华北,内蒙古,小型企业,办公用品,系固件,Accos,"Accos 订书钉, 整包",2,61.00 ,7
A1002981,2015/10/31,一级,中国,华北,内蒙古,小型企业,办公用品,纸张,Eaton,"Eaton 笔记本, 多色",1,131.00 ,0
A1002981,2015/10/31,一级,中国,华北,内蒙古,小型企业,办公用品,装订机,Avery,"Avery 标签, 实惠",3,53.00 ,9
A1002981,2015/10/31,一级,中国,华北,内蒙古,小型企业,办公用品,装订机,Ibico,"Ibico 装订机盖, 透明",3,110.00 ,-42
A1002980,2015/10/31,一级,中国,中南,河南,消费者,办公用品,美术,Binney & Smith,"Binney & Smith 荧光笔, 整包",5,393.00 ,47
A1002981,2015/10/31,一级,中国,华北,内蒙古,小型企业,家具,书架,Sauder,"Sauder 书架, 黑色",4,1660.00 ,138
A1002981,2015/10/31,一级,中国,华北,内蒙古,小型企业,家具,椅子,Novimex,"Novimex 折叠椅, 红色",2,460.00 ,-276
A1002981,2015/10/31,一级,中国,华北,内蒙古,小型企业,家具,用具,Eldon,"Eldon 相框, 优质",2,318.00 ,-159
A1002980,2015/10/31,一级,中国,中南,河南,消费者,家具,书架,宜家,"宜家 墙角架, 黑色",2,1161.00 ,128
A1002980,2015/10/31,一级,中国,中南,河南,消费者,家具,椅子,Hon,"Hon 扶手椅, 可调",4,8580.00 ,686
A1002981,2015/10/31,一级,中国,华北,内蒙古,小型企业,技术,复印机,夏普,"夏普 传真机, 每套两件",7,5795.00 ,-2801
A1002981,2015/10/31,一级,中国,华北,内蒙古,小型企业,技术,电话,摩托罗拉,"摩托罗拉 充电器, 全尺寸",3,5409.00 ,-3066
A1002981,2015/10/31,一级,中国,华北,内蒙古,小型企业,技术,电话,摩托罗拉,"摩托罗拉 音频基座, 全尺寸",8,3912.00 ,-522
A1002981,2015/10/31,一级,中国,华北,内蒙古,小型企业,技术,设备,冲电器,"冲电器 喷墨打印机, 多色",9,7915.00 ,-2903
A1002981,2015/10/31,一级,中国,华北,内蒙古,小型企业,技术,设备,松下,"松下 计算器, 耐用",2,282.00 ,-122
A1002979,2015/10/31,标准级,中国,西南,四川,公司,办公用品,纸张,Eaton,"Eaton 备忘录便条, 多色",2,141.00 ,37
A1002979,2015/10/31,标准级,中国,西南,四川,公司,办公用品,装订机,Cardinal,"Cardinal 装订机盖, 透明",8,428.00 ,144
A1002979,2015/10/31,标准级,中国,西南,四川,公司,家具,椅子,Harbour Creations,"Harbour Creations 摇椅, 每套两件",2,1394.00 ,502
A1002979,2015/10/31,标准级,中国,西南,四川,公司,技术,电话,摩托罗拉,"摩托罗拉 智能手机, 整包",4,2424.00 ,630
A1002983,2015/11/1,一级,中国,中南,湖南,消费者,办公用品,用品,Acme,"Acme 剪刀, 钢",3,209.00 ,-11
A1002983,2015/11/1,一级,中国,中南,湖南,消费者,办公用品,纸张,施乐,"施乐 羊皮纸, 优质",4,248.00 ,81
A1002984,2015/11/1,标准级,中国,华东,山东,消费者,家具,桌子,Hon,"Hon 电脑桌, 组装",2,2765.00 ,-507
A1002984,2015/11/1,标准级,中国,华东,山东,消费者,家具,椅子,Office Star,"Office Star 凳子, 每套两件",5,4111.00 ,328
A1002985,2015/11/1,标准级,中国,西北,陕西,公司,技术,设备,柯尼卡,"柯尼卡 打印机, 红色",3,2226.00 ,-223
A1002986,2015/11/1,标准级,中国,华东,山东,公司,办公用品,美术,Binney & Smith,"Binney & Smith 速写本, 混合尺寸",7,323.00 ,-696
A1002982,2015/11/1,标准级,中国,西南,重庆,消费者,办公用品,标签,Hon,"Hon 可去除的标签, 耐用",1,50.00 ,10
A1002982,2015/11/1,标准级,中国,西南,重庆,消费者,家具,椅子,Novimex,"Novimex 折叠椅, 每套两件",3,1183.00 ,449
A1002982,2015/11/1,标准级,中国,西南,重庆,消费者,技术,电话,摩托罗拉,"摩托罗拉 信号增强器, 全尺寸",3,2022.00 ,809
A1002987,2015/11/2,二级,中国,东北,吉林,小型企业,办公用品,美术,BIC,"BIC 荧光笔, 混合尺寸",2,165.00 ,2
A1002989,2015/11/2,二级,中国,华东,浙江,消费者,办公用品,装订机,Cardinal,"Cardinal 订书机, 透明",4,551.00 ,-248
A1002989,2015/11/2,二级,中国,华东,浙江,消费者,技术,配件,Enermax,"Enermax 记忆卡, 耐用",6,1925.00 ,192
A1002991,2015/11/2,二级,中国,华东,江苏,公司,办公用品,信封,GlobeWeis,"GlobeWeis 商业信封, 银色",2,184.00 ,40
A1002990,2015/11/2,二级,中国,中南,河南,消费者,办公用品,信封,Ames,"Ames 邮寄品, 回收",5,809.00 ,105
A1002988,2015/11/2,标准级,中国,西北,甘肃,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 装订机, 耐用",7,474.00 ,0
A1002993,2015/11/4,二级,中国,东北,黑龙江,公司,办公用品,用品,Kleencut,"Kleencut 修剪器, 工业",2,402.00 ,40
A1002994,2015/11/4,二级,中国,华北,河北,公司,办公用品,纸张,施乐,"施乐 令, 多色",2,259.00 ,10
A1002992,2015/11/4,一级,中国,华北,天津,消费者,办公用品,标签,Novimex,"Novimex 运输标签, 红色",9,454.00 ,190
A1002996,2015/11/4,二级,中国,中南,湖南,消费者,办公用品,信封,Kraft,"Kraft 马尼拉纸信封, 每套 50 个",4,494.00 ,173
A1002996,2015/11/4,二级,中国,中南,湖南,消费者,办公用品,器具,Cuisinart,"Cuisinart 烤面包机, 银色",9,2277.00 ,774
A1002996,2015/11/4,二级,中国,中南,湖南,消费者,办公用品,系固件,Stockwell,"Stockwell 夹子, 每包 12 个",4,348.00 ,97
A1002996,2015/11/4,二级,中国,中南,湖南,消费者,办公用品,装订机,Ibico,"Ibico 孔加固材料, 透明",6,181.00 ,25
A1002996,2015/11/4,二级,中国,中南,湖南,消费者,办公用品,装订机,Ibico,"Ibico 装订机, 透明",3,209.00 ,37
A1002996,2015/11/4,二级,中国,中南,湖南,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 打孔机, 耐用",4,550.00 ,253
A1002997,2015/11/4,一级,中国,华东,山东,消费者,技术,复印机,惠普,"惠普 墨水, 红色",1,592.00 ,160
A1002995,2015/11/4,标准级,中国,西南,重庆,公司,办公用品,收纳具,Rogers,"Rogers 盘, 单宽度",7,2016.00 ,806
A1002995,2015/11/4,标准级,中国,西南,重庆,公司,办公用品,用品,Fiskars,"Fiskars 开信刀, 锯齿状",2,230.00 ,69
A1002995,2015/11/4,标准级,中国,西南,重庆,公司,办公用品,系固件,Stockwell,"Stockwell 橡皮筋, 每包 12 个",7,509.00 ,198
A1002995,2015/11/4,标准级,中国,西南,重庆,公司,办公用品,装订机,Avery,"Avery 装订机, 回收",6,371.00 ,0
A1002998,2015/11/4,标准级,中国,东北,黑龙江,消费者,办公用品,收纳具,Tenex,"Tenex 锁柜, 蓝色",5,4764.00 ,2381
A1002998,2015/11/4,标准级,中国,东北,黑龙江,消费者,家具,书架,Sauder,"Sauder 墙角架, 白色",8,5593.00 ,1454
A1002995,2015/11/4,标准级,中国,西南,重庆,公司,技术,电话,三星,"三星 充电器, 混合尺寸",1,2982.00 ,1342
A1002998,2015/11/4,标准级,中国,东北,黑龙江,消费者,技术,配件,贝尔金,"贝尔金 键区, 回收",2,519.00 ,104
A1002999,2015/11/5,标准级,中国,西北,宁夏,小型企业,办公用品,器具,Breville,"Breville 炉灶, 黑色",3,7854.00 ,2120
A1002999,2015/11/5,标准级,中国,西北,宁夏,小型企业,办公用品,系固件,Advantus,"Advantus 回形针, 混合尺寸",2,106.00 ,22
A1002999,2015/11/5,标准级,中国,西北,宁夏,小型企业,家具,用具,Tenex,"Tenex 门挡, 黑色",9,1843.00 ,902
A1003000,2015/11/5,标准级,中国,华北,天津,公司,技术,电话,诺基亚,"诺基亚 智能手机, 全尺寸",2,697.00 ,-232
A1003003,2015/11/6,标准级,中国,华北,河北,公司,办公用品,标签,Harbour Creations,"Harbour Creations 圆形标签, 白色",2,63.00 ,7
A1003001,2015/11/6,标准级,中国,中南,广东,消费者,办公用品,信封,Cameo,"Cameo 外皮和封条, 红色",2,229.00 ,46
A1003001,2015/11/6,标准级,中国,中南,广东,消费者,办公用品,收纳具,Eldon,"Eldon 文件夹, 单宽度",3,238.00 ,76
A1003001,2015/11/6,标准级,中国,中南,广东,消费者,办公用品,收纳具,Rogers,"Rogers 盘, 金属",3,851.00 ,365
A1003001,2015/11/6,标准级,中国,中南,广东,消费者,家具,用具,Tenex,"Tenex 分层置放架, 优质",9,1002.00 ,480
A1003002,2015/11/6,标准级,中国,中南,湖南,公司,办公用品,美术,Stanley,"Stanley 记号笔, 蓝色",1,83.00 ,6
A1003005,2015/11/7,标准级,中国,中南,河南,小型企业,办公用品,纸张,SanDisk,"SanDisk 计划信息表, 回收",3,332.00 ,119
A1003005,2015/11/7,标准级,中国,中南,河南,小型企业,技术,设备,松下,"松下 打印机, 耐用",2,1493.00 ,-697
A1003004,2015/11/7,标准级,中国,中南,广东,小型企业,办公用品,美术,BIC,"BIC 画布, 金属",1,256.00 ,74
A1003006,2015/11/7,标准级,中国,东北,黑龙江,消费者,办公用品,纸张,Eaton,"Eaton 计划信息表, 多色",3,308.00 ,77
A1003004,2015/11/7,标准级,中国,中南,广东,小型企业,家具,用具,Eldon,"Eldon 闹钟, 优质",2,515.00 ,15
A1003006,2015/11/7,标准级,中国,东北,黑龙江,消费者,家具,书架,Bush,"Bush 书架, 传统",1,576.00 ,265
A1003006,2015/11/7,标准级,中国,东北,黑龙江,消费者,技术,复印机,夏普,"夏普 传真复印机, 数字化",2,1570.00 ,47
A1003006,2015/11/7,标准级,中国,东北,黑龙江,消费者,技术,复印机,惠普,"惠普 复印机, 每套两件",2,2274.00 ,227
A1003007,2015/11/8,一级,中国,华东,江苏,消费者,办公用品,器具,Cuisinart,"Cuisinart 微波炉, 银色",2,1564.00 ,-104
A1003007,2015/11/8,一级,中国,华东,江苏,消费者,办公用品,系固件,Advantus,"Advantus 夹子, 金属",3,163.00 ,-22
A1003007,2015/11/8,一级,中国,华东,江苏,消费者,办公用品,纸张,Enermax,"Enermax 羊皮纸, 优质",5,359.00 ,129
A1003007,2015/11/8,一级,中国,华东,江苏,消费者,办公用品,纸张,施乐,"施乐 笔记本, 每包 12 个",5,712.00 ,113
A1003007,2015/11/8,一级,中国,华东,江苏,消费者,办公用品,装订机,Cardinal,"Cardinal 孔加固材料, 回收",4,64.00 ,8
A1003007,2015/11/8,一级,中国,华东,江苏,消费者,家具,椅子,Harbour Creations,"Harbour Creations 椅垫, 黑色",3,584.00 ,-195
A1003007,2015/11/8,一级,中国,华东,江苏,消费者,家具,椅子,Hon,"Hon 扶手椅, 每套两件",2,2573.00 ,-86
A1003011,2015/11/8,标准级,中国,华东,福建,消费者,办公用品,器具,KitchenAid,"KitchenAid 冰箱, 红色",2,4927.00 ,1182
A1003011,2015/11/8,标准级,中国,华东,福建,消费者,办公用品,用品,Fiskars,"Fiskars 开信刀, 锯齿状",8,920.00 ,276
A1003011,2015/11/8,标准级,中国,华东,福建,消费者,办公用品,装订机,Avery,"Avery 打孔机, 透明",3,383.00 ,137
A1003009,2015/11/8,标准级,中国,华东,山东,消费者,家具,用具,Eldon,"Eldon 相框, 耐用",3,772.00 ,139
A1003011,2015/11/8,标准级,中国,华东,福建,消费者,家具,用具,Rubbermaid,"Rubvermaid 相框, 一包多件",2,484.00 ,130
A1003014,2015/11/8,标准级,中国,华东,安徽,公司,技术,电话,摩托罗拉,"摩托罗拉 耳机, 全尺寸",2,454.00 ,-121
A1003012,2015/11/8,标准级,中国,华东,山东,小型企业,技术,电话,三星,"三星 充电器, 整包",4,11876.00 ,3207
A1003013,2015/11/8,标准级,中国,东北,黑龙江,消费者,办公用品,纸张,Eaton,"Eaton 笔记本, 每包 12 个",2,287.00 ,3
A1003010,2015/11/8,标准级,中国,东北,吉林,消费者,家具,书架,Sauder,"Sauder 书架, 黑色",13,8989.00 ,4044
A1003008,2015/11/8,标准级,中国,华北,河北,消费者,办公用品,信封,Cameo,"Cameo 外皮和封条, 每套 50 个",3,294.00 ,26
A1003015,2015/11/9,当日,中国,华北,北京,消费者,技术,电话,摩托罗拉,"摩托罗拉 智能手机, 混合尺寸",4,2476.00 ,1089
A1003017,2015/11/9,二级,中国,西南,云南,公司,家具,书架,宜家,"宜家 搁架, 传统",1,795.00 ,286
A1003017,2015/11/9,二级,中国,西南,云南,公司,家具,椅子,Hon,"Hon 凳子, 红色",2,1527.00 ,137
A1003019,2015/11/9,一级,中国,东北,吉林,公司,技术,设备,柯尼卡,"柯尼卡 电话, 多色",3,1207.00 ,217
A1003018,2015/11/9,一级,中国,华北,河北,公司,办公用品,收纳具,Smead,"Smead 文件车, 蓝色",1,599.00 ,228
A1003018,2015/11/9,一级,中国,华北,河北,公司,办公用品,用品,Fiskars,"Fiskars 修剪器, 蓝色",2,237.00 ,35
A1003018,2015/11/9,一级,中国,华北,河北,公司,技术,配件,罗技,"罗技 闪存驱动器, 实惠",5,427.00 ,-257
A1003016,2015/11/9,标准级,中国,中南,河南,小型企业,技术,电话,摩托罗拉,"摩托罗拉 信号增强器, 全尺寸",11,7414.00 ,2965
A1003016,2015/11/9,标准级,中国,中南,河南,小型企业,技术,设备,松下,"松下 电话, 白色",3,1166.00 ,81
A1003020,2015/11/10,标准级,中国,华东,山东,公司,办公用品,收纳具,Rogers,"Rogers 盘, 工业",3,870.00 ,383
A1003020,2015/11/10,标准级,中国,华东,山东,公司,办公用品,用品,Stiletto,"Stiletto 大剪刀, 工业",1,232.00 ,35
A1003020,2015/11/10,标准级,中国,华东,山东,公司,办公用品,纸张,施乐,"施乐 备忘录便条, 优质",3,189.00 ,76
A1003021,2015/11/11,二级,中国,东北,黑龙江,公司,办公用品,标签,Avery,"Avery 圆形标签, 红色",3,97.00 ,19
A1003022,2015/11/11,二级,中国,华北,北京,消费者,办公用品,收纳具,Smead,"Smead 盒, 金属",2,92.00 ,20
A1003022,2015/11/11,二级,中国,华北,北京,消费者,办公用品,用品,Acme,"Acme 开信刀, 钢",3,415.00 ,45
A1003022,2015/11/11,二级,中国,华北,北京,消费者,办公用品,用品,Fiskars,"Fiskars 尺子, 蓝色",4,269.00 ,16
A1003022,2015/11/11,二级,中国,华北,北京,消费者,办公用品,纸张,Eaton,"Eaton 羊皮纸, 回收",10,624.00 ,31
A1003022,2015/11/11,二级,中国,华北,北京,消费者,办公用品,纸张,施乐,"施乐 羊皮纸, 多色",7,479.00 ,28
A1003022,2015/11/11,二级,中国,华北,北京,消费者,家具,椅子,Safco,"SAFCO 椅垫, 可调",6,1745.00 ,802
A1003022,2015/11/11,二级,中国,华北,北京,消费者,技术,复印机,夏普,"夏普 复印机, 彩色",11,12363.00 ,4945
A1003024,2015/11/11,标准级,中国,中南,湖南,公司,家具,用具,Tenex,"Tenex 闹钟, 优质",3,684.00 ,178
A1003023,2015/11/11,标准级,中国,中南,河南,消费者,办公用品,美术,Boston,"Boston 速写本, 蓝色",2,454.00 ,23
A1003023,2015/11/11,标准级,中国,中南,河南,消费者,办公用品,美术,Stanley,"Stanley 记号笔, 蓝色",3,311.00 ,81
A1003025,2015/11/11,标准级,中国,中南,广东,公司,家具,书架,Sauder,"Sauder 书库, 黑色",3,5446.00 ,762
A1003028,2015/11/12,一级,中国,中南,广东,消费者,办公用品,收纳具,Tenex,"Tenex 文件夹, 工业",9,995.00 ,0
A1003026,2015/11/12,二级,中国,中南,河南,消费者,家具,用具,Eldon,"Eldon 灯泡, 一包多件",5,354.00 ,-113
A1003029,2015/11/12,标准级,中国,中南,广西,消费者,办公用品,美术,BIC,"BIC 铅笔刀, 蓝色",5,542.00 ,101
A1003029,2015/11/12,标准级,中国,中南,广西,消费者,办公用品,装订机,Ibico,"Ibico 打孔机, 透明",3,419.00 ,142
A1003029,2015/11/12,标准级,中国,中南,广西,消费者,技术,电话,三星,"三星 智能手机, 蓝色",6,3451.00 ,1242
A1003029,2015/11/12,标准级,中国,中南,广西,消费者,技术,配件,Enermax,"Enermax 鼠标, 回收",5,889.00 ,18
A1003030,2015/11/12,二级,中国,华东,山东,小型企业,办公用品,收纳具,Rogers,"Rogers 搁板, 工业",2,584.00 ,11
A1003030,2015/11/12,二级,中国,华东,山东,小型企业,办公用品,收纳具,Smead,"Smead 锁柜, 工业",2,1856.00 ,427
A1003027,2015/11/12,标准级,中国,东北,吉林,消费者,办公用品,标签,Novimex,"Novimex 圆形标签, 可调",4,78.00 ,35
A1003027,2015/11/12,标准级,中国,东北,吉林,消费者,办公用品,装订机,Avery,"Avery 孔加固材料, 透明",4,72.00 ,17
A1003030,2015/11/12,二级,中国,华东,山东,小型企业,家具,椅子,Hon,"Hon 扶手椅, 可调",2,4290.00 ,343
A1003030,2015/11/12,二级,中国,华东,山东,小型企业,技术,复印机,Brother,"Brother 传真复印机, 数字化",3,2676.00 ,241
A1003030,2015/11/12,二级,中国,华东,山东,小型企业,技术,设备,柯尼卡,"柯尼卡 卡片打印机, 白色",3,2430.00 ,24
A1003032,2015/11/12,标准级,中国,中南,湖北,消费者,办公用品,信封,Ames,"Ames 邮寄品, 红色",3,551.00 ,237
A1003032,2015/11/12,标准级,中国,中南,湖北,消费者,办公用品,装订机,Ibico,"Ibico 打孔机, 耐用",4,596.00 ,24
A1003031,2015/11/12,标准级,中国,中南,广东,公司,家具,用具,Deflect-O,"Deflect-O 闹钟, 优质",6,1370.00 ,218
A1003032,2015/11/12,标准级,中国,中南,湖北,消费者,家具,桌子,Chromcraft,"Chromcraft 木桌, 白色",1,1357.00 ,-498
A1003032,2015/11/12,标准级,中国,中南,湖北,消费者,家具,桌子,Lesro,"Lesro 圆桌, 组装",3,3809.00 ,-1524
A1003032,2015/11/12,标准级,中国,中南,湖北,消费者,家具,用具,Eldon,"Eldon 灯泡, 一包多件",3,354.00 ,74
A1003031,2015/11/12,标准级,中国,中南,广东,公司,技术,配件,贝尔金,"贝尔金 键盘, 回收",7,2669.00 ,1174
A1003035,2015/11/13,一级,中国,中南,广东,消费者,办公用品,系固件,Accos,"Accos 图钉, 混合尺寸",7,364.00 ,94
A1003035,2015/11/13,一级,中国,中南,广东,消费者,家具,椅子,Novimex,"Novimex 沙滩椅, 红色",3,579.00 ,193
A1003040,2015/11/13,标准级,中国,中南,广东,公司,办公用品,器具,Hoover,"Hoover 搅拌机, 银色",5,2285.00 ,731
A1003037,2015/11/13,标准级,中国,东北,吉林,消费者,办公用品,标签,Novimex,"Novimex 运输标签, 耐用",2,106.00 ,48
A1003036,2015/11/13,标准级,中国,华东,安徽,消费者,办公用品,标签,Avery,"Avery 圆形标签, 耐用",2,70.00 ,34
A1003040,2015/11/13,标准级,中国,中南,广东,公司,技术,复印机,夏普,"夏普 复印机, 每套两件",9,10055.00 ,100
A1003041,2015/11/13,标准级,中国,中南,湖南,公司,办公用品,器具,Cuisinart,"Cuisinart 搅拌机, 红色",7,1313.00 ,-614
A1003042,2015/11/13,标准级,中国,华东,浙江,消费者,办公用品,收纳具,Eldon,"Eldon 文件夹, 金属",1,75.00 ,34
A1003033,2015/11/13,标准级,中国,西南,云南,消费者,办公用品,装订机,Cardinal,"Cardinal 订书机, 耐用",2,479.00 ,234
A1003033,2015/11/13,标准级,中国,西南,云南,消费者,家具,椅子,Safco,"SAFCO 椅垫, 红色",6,1507.00 ,184
A1003042,2015/11/13,标准级,中国,华东,浙江,消费者,技术,配件,Enermax,"Enermax 键区, 可编程",3,494.00 ,82
A1003039,2015/11/13,标准级,中国,西南,重庆,消费者,技术,复印机,惠普,"惠普 复印机, 每套两件",5,4549.00 ,-569
A1003034,2015/11/13,标准级,中国,华东,山东,公司,办公用品,用品,Stiletto,"Stiletto 尺子, 锯齿状",2,108.00 ,16
A1003038,2015/11/13,标准级,中国,中南,湖南,小型企业,办公用品,收纳具,Smead,"Smead 盒, 工业",1,53.00 ,16
A1003034,2015/11/13,标准级,中国,华东,山东,公司,家具,桌子,Chromcraft,"Chromcraft 会议桌, 黑色",5,12217.00 ,-5295
A1003038,2015/11/13,标准级,中国,中南,湖南,小型企业,家具,椅子,Harbour Creations,"Harbour Creations 凳子, 每套两件",6,4596.00 ,1379
A1003038,2015/11/13,标准级,中国,中南,湖南,小型企业,家具,椅子,Office Star,"Office Star 摇椅, 可调",5,3011.00 ,1104
